approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_tdr,std_tdr,mean_fdr,std_fdr,mean_train_cart,mean_test_cart,features,enc_features
BendersOCT,synthetic2500_10_2.csv,2,1875.0,1.0,0.0,1.0,0.0,8.918316185474396,3.3434140702615585,0.0,0.0,0.0,0.0,1.0,0.0,0.9225333333333333,0.9139999999999999,10.0,18.0
BendersOCT,synthetic2500_10_3.csv,3,1875.0,1.0,0.0,1.0,0.0,57.43984305858612,40.89764878482253,0.0,0.0,0.0,0.0,1.0,0.0,0.9633333333333333,0.9676,10.0,18.0
BendersOCT,synthetic2500_10_4.csv,4,1875.0,0.8665333333333333,0.08843408091152799,0.8524,0.08687646401644118,600.0656601786613,0.03820266342864771,100.0,0.0,0.3666666666666667,0.0666666666666667,0.6333333333333333,0.06666666666666664,0.8088,0.7824,10.0,18.0
BendersOCT,synthetic2500_10_5.csv,5,1875.0,0.9345333333333332,0.011499694037797775,0.9376,0.014547393810118239,600.1174566745758,0.08727625980884357,100.0,0.0,0.4067204301075268,0.035209923290393394,0.6293103448275862,0.04338985307626871,0.9330666666666667,0.9388,10.0,18.0
BendersOCT,synthetic2500_30_2.csv,2,1875.0,1.0,0.0,1.0,0.0,59.03894221782686,91.0410610881804,0.0,0.0,0.0,0.0,1.0,0.0,0.9416,0.9399999999999998,30.0,50.0
BendersOCT,synthetic2500_30_3.csv,3,1875.0,0.9016,0.004618802153517011,0.8984,0.011426285485668576,600.1047977805138,0.059267818193579,100.0,0.0,0.3214285714285714,0.0714285714285714,0.6785714285714286,0.07142857142857147,0.9016,0.8984,30.0,50.0
BendersOCT,synthetic2500_30_4.csv,4,1875.0,0.8489333333333333,0.008081070702803174,0.8400000000000001,0.017864676506073884,600.2590385079384,0.18039800655460736,100.0,0.0,0.4833333333333333,0.11385500851066219,0.5166666666666666,0.11385500851066219,0.8489333333333333,0.8400000000000001,30.0,50.0
BendersOCT,synthetic2500_30_5.csv,5,1875.0,0.8938666666666667,0.00426666666666671,0.8709333333333333,0.009644342037346756,600.1139234701792,0.029991447277137435,100.0,0.0,0.36200716845878134,0.0496645392851291,0.6444444444444444,0.03849001794597505,0.8938666666666667,0.8714666666666666,30.0,50.0
BendersOCT,synthetic500_100_2.csv,2,375.0,1.0,0.0,1.0,0.0,114.07437080144882,88.52776173233687,0.0,0.0,0.0,0.0,1.0,0.0,0.9333333333333333,0.9339999999999999,100.0,168.0
BendersOCT,synthetic500_100_3.csv,3,375.0,0.8266666666666665,0.0375864435766506,0.792,0.04131182235954581,600.05164539814,0.010007563388824945,100.0,0.0,0.4285714285714285,0.11664236870396086,0.5714285714285714,0.1166423687039609,0.8453333333333333,0.8200000000000001,100.0,168.0
BendersOCT,synthetic500_100_4.csv,4,375.0,0.8446666666666667,0.013662601021279478,0.768,0.05580919876388359,600.0825433731079,0.041567966304377264,100.0,0.0,0.9321428571428572,0.0023809523809523014,0.0714285714285714,0.0,0.9186666666666665,0.882,100.0,168.0
BendersOCT,synthetic500_100_5.csv,5,375.0,0.7302564102564103,0.054202322255524626,0.6670769230769231,0.07550989067495455,600.1352748504052,0.03975993596963371,100.0,0.0,0.8264047965382783,0.047527549824217044,0.18406593406593402,0.05225801424019694,0.9076923076923078,0.764923076923077,100.0,168.0
BendersOCT,synthetic500_10_2.csv,2,375.0,1.0,0.0,1.0,0.0,1.565451204776764,0.3118739081339191,0.0,0.0,0.0,0.0,1.0,0.0,0.8713333333333333,0.882,10.0,18.0
BendersOCT,synthetic500_10_3.csv,3,375.0,1.0,0.0,0.998,0.004000000000000013,8.888921916484833,6.776044605602605,0.0,0.0,0.0,0.0,0.9642857142857142,0.07142857142857144,0.9506666666666665,0.96,10.0,18.0
BendersOCT,synthetic500_10_4.csv,4,375.0,0.9940000000000001,0.0054974741674901646,0.9879999999999999,0.007999999999999998,566.1508840322495,67.75633931413715,75.0,49.99999999999999,0.39166666666666666,0.07876359377087683,0.6923076923076923,0.10878565864408427,0.9453333333333334,0.9179999999999999,10.0,18.0
BendersOCT,synthetic500_10_5.csv,5,375.0,0.942,0.024573397238718396,0.8779999999999999,0.03829708431025356,600.0368014574051,0.013024008825703365,100.0,0.0,0.3548387096774194,0.052677198769530684,0.6666666666666666,0.05443310539518174,0.952,0.8960000000000001,10.0,18.0
BendersOCT,synthetic500_30_2.csv,2,375.0,1.0,0.0,1.0,0.0,5.631116688251495,3.6610689179602516,0.0,0.0,0.0,0.0,1.0,0.0,0.9186666666666665,0.906,30.0,50.0
BendersOCT,synthetic500_30_3.csv,3,375.0,1.0,0.0,1.0,0.0,180.41026127338407,141.63407817824216,0.0,0.0,0.25595238095238093,0.05952380952380955,0.8333333333333334,0.0,0.9359999999999999,0.906,30.0,50.0
BendersOCT,synthetic500_30_4.csv,4,375.0,0.9053333333333333,0.030521395046025572,0.9,0.05245950819441596,600.0392011404037,0.009228696138310859,100.0,0.0,0.5512820512820513,0.0835860730146848,0.46428571428571425,0.09221388919541469,0.942,0.8939999999999999,30.0,50.0
BendersOCT,synthetic500_30_5.csv,5,375.0,0.7666666666666666,0.05637966536497595,0.662,0.08500980335624041,600.0639591813087,0.01651962610001208,100.0,0.0,0.557258064516129,0.06775829011203727,0.47721674876847286,0.06671876882059874,0.868,0.744,30.0,50.0
Cart,synthetic100_100_2.csv,2,75.0,0.9133333333333333,0.017213259316477384,0.76,0.07302967433402216,0.003811001777648875,0.0018270763967813638,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9133333333333333,0.76,100.0,168.0
Cart,synthetic100_100_3.csv,3,75.0,0.8733333333333333,0.07888106377466153,0.74,0.10583005244258366,0.003487646579742375,0.000995915840950715,0.0,0.0,0.6904761904761905,0.35951592548908334,0.2857142857142857,0.32991443953692895,0.8733333333333333,0.74,100.0,168.0
Cart,synthetic100_100_4.csv,4,75.0,0.97,0.022771001702132383,0.76,0.03265986323710906,0.00499475002288815,0.0013928781706626495,0.0,0.0,0.8348214285714286,0.12989971930235236,0.10416666666666663,0.07978559231302815,0.97,0.76,100.0,168.0
Cart,synthetic100_100_5.csv,5,75.0,0.99,0.01276569477008449,0.52,0.03265986323710906,0.0037385225296020243,0.0017039797087099779,0.0,0.0,0.749465811965812,0.15070163053184202,0.1833333333333333,0.08388704928078612,0.99,0.52,100.0,168.0
Cart,synthetic100_10_2.csv,2,75.0,0.97,0.006666666666666715,0.95,0.05033222956847163,0.002502739429473825,0.0005855430340838816,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.97,0.95,10.0,18.0
Cart,synthetic100_10_3.csv,3,75.0,0.9433333333333334,0.006666666666666777,0.9,0.04000000000000004,0.003988623619079526,0.001818515832834576,0.0,0.0,0.29166666666666663,0.08333333333333336,0.7083333333333333,0.08333333333333337,0.9433333333333334,0.9,10.0,18.0
Cart,synthetic100_10_4.csv,4,75.0,0.9333333333333332,0.021773242158072664,0.79,0.0945163125250522,0.0019946694374084,0.0008161457510826694,0.0,0.0,0.2909090909090909,0.06762398061945875,0.5178571428571428,0.03571428571428569,0.9333333333333332,0.79,10.0,18.0
Cart,synthetic100_10_5.csv,5,75.0,0.9133333333333333,0.027755546659548498,0.73,0.08869423130433376,0.002004742622375425,0.0007853376625435342,0.0,0.0,0.27860334110334106,0.15133626725218347,0.47058823529411764,0.0831890330807703,0.9133333333333333,0.73,10.0,18.0
Cart,synthetic100_30_2.csv,2,75.0,0.8566666666666667,0.006666666666666649,0.78,0.05163977794943225,0.002733409404754575,0.0004928457621040792,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.8566666666666667,0.78,30.0,50.0
Cart,synthetic100_30_3.csv,3,75.0,0.8833333333333332,0.02956474376811124,0.6799999999999999,0.1131370849898476,0.002743601799011175,0.0009624057946913385,0.0,0.0,0.46428571428571425,0.24397501823713333,0.5357142857142857,0.24397501823713327,0.8833333333333332,0.6799999999999999,30.0,50.0
Cart,synthetic100_30_4.csv,4,75.0,0.8800000000000001,0.04216370213557838,0.56,0.11775681155103794,0.0042394399642944,0.0009559478977212517,0.0,0.0,0.5994318181818181,0.1626694391049923,0.3333333333333333,0.15214515486254618,0.8800000000000001,0.56,30.0,50.0
Cart,synthetic100_30_5.csv,5,75.0,0.9566666666666667,0.00666666666666659,0.76,0.0565685424949238,0.0032331347465514746,0.0005034923370947946,0.0,0.0,0.3473776223776224,0.1354591664644948,0.46875,0.10825317547305482,0.9566666666666667,0.76,30.0,50.0
Cart,synthetic2500_100_2.csv,2,1875.0,0.8969333333333334,0.0029008300217032066,0.9028,0.008702490065109734,0.010963201522827076,0.001395691949366553,0.0,0.0,0.16666666666666666,0.19245008972987526,0.8333333333333333,0.1924500897298753,0.8969333333333334,0.9028,100.0,168.0
Cart,synthetic2500_100_3.csv,3,1875.0,0.8105333333333334,0.004230401434414504,0.8084,0.012691204303243487,0.020194351673126176,0.004331110006555317,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.8105333333333334,0.8084,100.0,168.0
Cart,synthetic2500_100_4.csv,4,1875.0,0.8996000000000001,0.0238727490697689,0.8852,0.02103964511741268,0.019198894500732352,0.003467719641706655,0.0,0.0,0.4404761904761905,0.03241361564549546,0.55,0.033333333333333305,0.8996000000000001,0.8852,100.0,168.0
Cart,synthetic2500_100_5.csv,5,1875.0,0.8594666666666665,0.008427116724971638,0.8408,0.025881782524908616,0.025672733783721903,0.0025050219545866698,0.0,0.0,0.5403225806451613,0.03088474541149481,0.4596774193548387,0.03088474541149481,0.8594666666666665,0.8408,100.0,168.0
Cart,synthetic2500_10_2.csv,2,1875.0,0.9225333333333333,0.003327105292837821,0.9139999999999999,0.009981315878513536,0.00275337696075435,0.0009443987640021202,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9225333333333333,0.9139999999999999,10.0,18.0
Cart,synthetic2500_10_3.csv,3,1875.0,0.9633333333333333,0.0024391862638243646,0.9676,0.006580780095601655,0.00250190496444695,0.0005641217149994622,0.0,0.0,0.3571428571428571,0.08247860988423221,0.6428571428571428,0.08247860988423229,0.9633333333333333,0.9676,10.0,18.0
Cart,synthetic2500_10_4.csv,4,1875.0,0.8088,0.03260320365989955,0.7824,0.03013215336922781,0.003499209880828825,0.0017242135524207225,0.0,0.0,0.4,0.05443310539518176,0.6,0.05443310539518172,0.8088,0.7824,10.0,18.0
Cart,synthetic2500_10_5.csv,5,1875.0,0.9330666666666667,0.012692138132338798,0.9388,0.014392590686414483,0.0034891366958617748,0.000576483388091687,0.0,0.0,0.4233870967741936,0.08367947535630849,0.6120689655172413,0.09495811288424313,0.9330666666666667,0.9388,10.0,18.0
Cart,synthetic2500_30_2.csv,2,1875.0,0.9416,0.0003079201435677665,0.9399999999999998,0.0009237604307033529,0.0066233873367309,0.00402992944116918,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9416,0.9399999999999998,30.0,50.0
Cart,synthetic2500_30_3.csv,3,1875.0,0.9016,0.004618802153517011,0.8984,0.011426285485668576,0.008720457553863475,0.0038555503832222943,0.0,0.0,0.3214285714285714,0.0714285714285714,0.6785714285714286,0.07142857142857147,0.9016,0.8984,30.0,50.0
Cart,synthetic2500_30_4.csv,4,1875.0,0.8489333333333333,0.008081070702803174,0.8400000000000001,0.017864676506073884,0.0076665878295898,0.002089121119386251,0.0,0.0,0.4833333333333333,0.11385500851066219,0.5166666666666666,0.11385500851066219,0.8489333333333333,0.8400000000000001,30.0,50.0
Cart,synthetic2500_30_5.csv,5,1875.0,0.8938666666666667,0.00426666666666671,0.8714666666666666,0.010410251357836332,0.007989645004272433,0.0009970015890538482,0.0,0.0,0.3623655913978494,0.02713855798736337,0.6444444444444444,0.01924500897298753,0.8938666666666667,0.8714666666666666,30.0,50.0
Cart,synthetic500_100_2.csv,2,375.0,0.9333333333333333,0.005760658398584806,0.9339999999999999,0.013662601021279436,0.018232107162475523,0.011547853581415558,0.0,0.0,0.08333333333333333,0.16666666666666666,0.9166666666666666,0.16666666666666669,0.9333333333333333,0.9339999999999999,100.0,168.0
Cart,synthetic500_100_3.csv,3,375.0,0.8453333333333333,0.0030792014356780064,0.8200000000000001,0.04052982440952174,0.00797748565673825,0.004818477143642719,0.0,0.0,0.3214285714285714,0.0714285714285714,0.6785714285714286,0.07142857142857147,0.8453333333333333,0.8200000000000001,100.0,168.0
Cart,synthetic500_100_4.csv,4,375.0,0.9186666666666665,0.020940833758915117,0.882,0.02722743714221621,0.005725026130676225,0.0014739968106288511,0.0,0.0,0.4457792207792207,0.04246011823492697,0.5357142857142857,0.09221388919541473,0.9186666666666665,0.882,100.0,168.0
Cart,synthetic500_100_5.csv,5,375.0,0.9076923076923078,0.017231786701746084,0.764923076923077,0.032747675587898706,0.006516089806189839,0.0009827985044685314,0.0,0.0,0.6208935224319839,0.05555690345138614,0.35989010989010983,0.05146976372306371,0.9076923076923078,0.764923076923077,100.0,168.0
Cart,synthetic500_10_2.csv,2,375.0,0.8713333333333333,0.011598211867288816,0.882,0.03479463560186641,0.00281226634979245,0.001341740196178457,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.8713333333333333,0.882,10.0,18.0
Cart,synthetic500_10_3.csv,3,375.0,0.9506666666666665,0.005551109331909716,0.96,0.013063945294843619,0.0019937157630920002,0.0008147890990182422,0.0,0.0,0.3333333333333333,0.0,0.5714285714285714,0.0,0.9506666666666665,0.96,10.0,18.0
Cart,synthetic500_10_4.csv,4,375.0,0.9453333333333334,0.004618802153516996,0.9179999999999999,0.04947726750741193,0.0019929409027099,2.8808226522244125e-06,0.0,0.0,0.4503205128205128,0.0828450959298654,0.5576923076923077,0.07364823905817985,0.9453333333333334,0.9179999999999999,10.0,18.0
Cart,synthetic500_10_5.csv,5,375.0,0.952,0.005760658398584841,0.8960000000000001,0.011313708498984778,0.00199496746063225,5.67549739559071e-07,0.0,0.0,0.2298076923076923,0.048093330533605136,0.6416666666666666,0.04194352464039303,0.952,0.8960000000000001,10.0,18.0
Cart,synthetic500_30_2.csv,2,375.0,0.9186666666666665,0.011825897507244562,0.906,0.03773592452822639,0.0024929046630859,0.0005786960660536655,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.9186666666666665,0.906,30.0,50.0
Cart,synthetic500_30_3.csv,3,375.0,0.9359999999999999,0.014277669692630262,0.906,0.025612496949731382,0.0024899244308471,0.0005757961705545626,0.0,0.0,0.21428571428571427,0.14285714285714285,0.8333333333333334,0.0,0.9359999999999999,0.906,30.0,50.0
Cart,synthetic500_30_4.csv,4,375.0,0.942,0.006666666666666672,0.8939999999999999,0.017738846260866775,0.00349020957946775,0.0005752442671804046,0.0,0.0,0.4166666666666667,0.033333333333333326,0.625,0.03571428571428574,0.942,0.8939999999999999,30.0,50.0
Cart,synthetic500_30_5.csv,5,375.0,0.868,0.033906188662685625,0.744,0.05878775382679623,0.00424802303314205,0.0014871888017509553,0.0,0.0,0.4179639804639804,0.06485946485488282,0.5578817733990148,0.08177067872896346,0.868,0.744,30.0,50.0
FlowOCT,synthetic100_100_2.csv,2,75.0,1.0,0.0,1.0,0.0,57.561477303504944,38.2588484622784,0.0,0.0,0.0,0.0,1.0,0.0,0.9133333333333333,0.76,100.0,168.0
FlowOCT,synthetic100_100_3.csv,3,75.0,0.9666666666666666,0.03999999999999998,0.76,0.14236104336041744,404.963370680809,236.976599389383,49.9999999999981,57.73502691896037,0.5357142857142857,0.24397501823713333,0.46428571428571425,0.24397501823713336,0.8733333333333333,0.74,100.0,168.0
FlowOCT,synthetic100_100_4.csv,4,75.0,0.9966666666666667,0.006666666666666608,0.73,0.08869423130433386,352.238089799881,274.64349398543845,24.99999999999787,49.99999999999574,0.8263111888111888,0.06772958323224748,0.1458333333333333,0.04166666666666665,0.97,0.76,100.0,168.0
FlowOCT,synthetic100_100_5.csv,5,75.0,1.0,0.0,0.56,0.0,126.31084167957306,125.744458006231,0.0,0.0,0.7145595632437738,0.14275884305389933,0.2833333333333333,0.08388704928078612,0.99,0.52,100.0,168.0
FlowOCT,synthetic100_10_2.csv,2,75.0,1.0,0.0,0.9800000000000001,0.03999999999999999,0.6227788329124451,0.20844088069540928,0.0,0.0,0.08333333333333333,0.16666666666666666,0.9166666666666666,0.16666666666666669,0.97,0.95,10.0,18.0
FlowOCT,synthetic100_10_3.csv,3,75.0,1.0,0.0,1.0,0.0,72.8388347029686,55.9500747977339,0.0,0.0,0.1071428571428571,0.0714285714285714,1.0,0.0,0.9433333333333334,0.9,10.0,18.0
FlowOCT,synthetic100_10_4.csv,4,75.0,0.9933333333333334,0.007698003589194947,0.9199999999999999,0.07302967433402216,369.23660814762115,267.55898470862445,49.9999999999968,57.73502691895887,0.3392857142857142,0.08987898137227084,0.6607142857142857,0.08987898137227084,0.9333333333333332,0.79,10.0,18.0
FlowOCT,synthetic100_10_5.csv,5,75.0,0.9933333333333334,0.01333333333333329,0.86,0.06928203230275506,257.3829632997513,238.86411152887027,24.99999999999876,49.99999999999752,0.4277173913043478,0.12157277424856812,0.7352941176470589,0.24724549437095084,0.9133333333333333,0.73,10.0,18.0
FlowOCT,synthetic100_30_2.csv,2,75.0,1.0,0.0,1.0,0.0,1.7591481804847717,0.9726036205308585,0.0,0.0,0.0,0.0,1.0,0.0,0.8566666666666667,0.78,30.0,50.0
FlowOCT,synthetic100_30_3.csv,3,75.0,0.9433333333333334,0.02748737083745114,0.8,0.12649110640673514,600.3716543316841,0.01936716984910621,99.9999999999971,1.2331277604716638e-12,0.2857142857142857,0.20203050891044216,0.7142857142857142,0.20203050891044216,0.8833333333333332,0.6799999999999999,30.0,50.0
FlowOCT,synthetic100_30_4.csv,4,75.0,0.9566666666666667,0.016777409856157298,0.54,0.20784609690826525,600.7759183049202,0.019329013524626237,99.9999999999848,2.1624147606577054e-11,0.5388278388278388,0.17125159143454938,0.5416666666666667,0.17347216662217776,0.8800000000000001,0.56,30.0,50.0
FlowOCT,synthetic100_30_5.csv,5,75.0,1.0,0.0,0.75,0.1361371857110809,111.0530766248703,65.42726836509433,0.0,0.0,0.6499542124542125,0.06945383612646251,0.5625,0.13501543121683043,0.9566666666666667,0.76,30.0,50.0
FlowOCT,synthetic2500_100_2.csv,2,1875.0,0.8969333333333334,0.0029008300217032066,0.9028,0.008702490065109734,612.5477425456047,0.05582762916626978,99.99999999998424,5.3702241478426904e-12,0.16666666666666666,0.19245008972987526,0.8333333333333333,0.1924500897298753,0.8969333333333334,0.9028,100.0,168.0
FlowOCT,synthetic2500_100_3.csv,3,1875.0,0.8105333333333334,0.004230401434414504,0.8084,0.012691204303243487,629.821408867836,3.2904619508586608,6963.933746725967,153.3847655556512,0.2857142857142857,0.0,0.7142857142857143,0.0,0.8105333333333334,0.8084,100.0,168.0
FlowOCT,synthetic2500_100_4.csv,4,1875.0,0.8996000000000001,0.0238727490697689,0.8852,0.02103964511741268,2093.2778277397156,2879.57789165429,13621.93740641625,3217.520487187042,0.4404761904761905,0.03241361564549546,0.55,0.033333333333333305,0.8996000000000001,0.8852,100.0,168.0
FlowOCT,synthetic2500_100_5.csv,5,1875.0,0.8594666666666665,0.008427116724971638,0.8412,0.02665733169942807,721.6004187464714,8.345678419050154,9375.29896042739,552.48639498222,0.5403225806451613,0.03088474541149481,0.4596774193548387,0.03088474541149481,0.8594666666666665,0.8408,100.0,168.0
FlowOCT,synthetic2500_10_2.csv,2,1875.0,1.0,0.0,1.0,0.0,11.13406777381897,4.511939211557961,0.0,0.0,0.0,0.0,1.0,0.0,0.9225333333333333,0.9139999999999999,10.0,18.0
FlowOCT,synthetic2500_10_3.csv,3,1875.0,0.9976,0.004800000000000045,0.9963999999999998,0.007199999999999965,377.63661789894104,160.91230702305654,24.999999999971894,49.99999999994379,0.07142857142857142,0.14285714285714285,0.9285714285714286,0.14285714285714285,0.9633333333333333,0.9676,10.0,18.0
FlowOCT,synthetic2500_10_4.csv,4,1875.0,0.8111999999999998,0.02930908088327267,0.7908,0.026237886093713157,610.3610073924065,0.1456661546916222,99.99999999999633,1.915761664531893e-12,0.3769230769230769,0.07136624186375422,0.6,0.05443310539518172,0.8088,0.7824,10.0,18.0
FlowOCT,synthetic2500_10_5.csv,5,1875.0,0.9353333333333333,0.011416946468590703,0.9364000000000001,0.015751402053997197,620.7669172286987,0.42008590244468624,99.99999999999547,2.8209530971605848e-12,0.3827956989247312,0.05591397849462365,0.6551724137931034,0.06896551724137934,0.9330666666666667,0.9388,10.0,18.0
FlowOCT,synthetic2500_30_2.csv,2,1875.0,0.9708,0.0337179587273717,0.97,0.0346471740069326,529.8888518214226,89.33963292547068,49.9999999966917,57.73502691514248,0.16666666666666666,0.19245008972987526,0.8333333333333333,0.19245008972987526,0.9416,0.9399999999999998,30.0,50.0
FlowOCT,synthetic2500_30_3.csv,3,1875.0,0.9016,0.004618802153517011,0.8984,0.011426285485668576,611.8151227235794,2.0883203493376183,99.9999999999772,3.066014327025474e-11,0.3214285714285714,0.0714285714285714,0.6785714285714286,0.07142857142857147,0.9016,0.8984,30.0,50.0
FlowOCT,synthetic2500_30_4.csv,4,1875.0,0.8489333333333333,0.008081070702803174,0.8400000000000001,0.017864676506073884,628.2373367547989,7.456063141756877,8724.89751155172,484.29178533191515,0.4833333333333333,0.11385500851066219,0.5166666666666666,0.11385500851066219,0.8489333333333333,0.8400000000000001,30.0,50.0
FlowOCT,synthetic2500_30_5.csv,5,1875.0,0.8938666666666667,0.00426666666666671,0.8714666666666666,0.010410251357836332,644.4156816005707,4.936556846602667,12361.962047381863,493.3417225745961,0.35125448028673834,0.03104033705320571,0.6555555555555556,0.01924500897298757,0.8938666666666667,0.8714666666666666,30.0,50.0
FlowOCT,synthetic500_100_2.csv,2,375.0,0.9339999999999999,0.004554200340426466,0.9200000000000002,0.02847220867208351,827.8608005046844,437.23494709993867,99.99999999959893,4.827405506806126e-10,0.16666666666666666,0.19245008972987526,0.8333333333333333,0.19245008972987526,0.9333333333333333,0.9339999999999999,100.0,168.0
FlowOCT,synthetic500_100_3.csv,3,375.0,0.9126666666666667,0.07947606208440654,0.9099999999999999,0.08399999999999998,599.484876871109,13.388840408759938,74.99999999999562,49.99999999999707,0.21428571428571425,0.18442777839082936,0.7857142857142857,0.1844277783908294,0.8453333333333333,0.8200000000000001,100.0,168.0
FlowOCT,synthetic500_100_4.csv,4,375.0,0.9186666666666665,0.020940833758915117,0.8859999999999999,0.013662601021279478,612.1339752078056,0.23505369820407424,99.999999999994,4.619635367539753e-12,0.4457792207792207,0.04246011823492697,0.5357142857142857,0.09221388919541473,0.9186666666666665,0.882,100.0,168.0
FlowOCT,synthetic500_100_5.csv,5,375.0,0.9081025641025641,0.017642218206559597,0.7569230769230769,0.03871791475631045,623.2513445157272,1.4777042872998323,99.99999999999582,2.7729774237801916e-12,0.6030913246297861,0.0531633831982148,0.3763736263736263,0.04521157888766366,0.9076923076923078,0.764923076923077,100.0,168.0
FlowOCT,synthetic500_10_2.csv,2,375.0,1.0,0.0,1.0,0.0,5.416909098625183,2.4724244227683916,0.0,0.0,0.0,0.0,1.0,0.0,0.8713333333333333,0.882,10.0,18.0
FlowOCT,synthetic500_10_3.csv,3,375.0,1.0,0.0,0.998,0.004000000000000013,159.0495062470436,102.21924946427944,0.0,0.0,0.0357142857142857,0.0714285714285714,0.9642857142857142,0.07142857142857144,0.9506666666666665,0.96,10.0,18.0
